ID,Partition sizes
5800,"1, 1, 1, 1, 2, 2, 2, 6, 6, 14, 20, 43, 46, 55, 56"
5801,"1, 1, 1, 2, 4, 9, 13, 14, 21, 22, 50, 54, 64"
5802,"1, 1, 2, 2, 3, 3, 4, 10, 16, 19, 28, 44, 50, 73"
5803,"1, 1, 1, 1, 1, 1, 3, 3, 9, 9, 10, 15, 31, 51, 52, 67"
5804,"1, 1, 1, 1, 1, 3, 4, 7, 11, 12, 13, 35, 47, 49, 70"
5805,"1, 1, 1, 1, 2, 4, 4, 10, 17, 25, 30, 35, 53, 72"
5806,"1, 1, 1, 1, 1, 1, 3, 3, 5, 7, 14, 18, 29, 47, 57, 67"
5807,"1, 1, 1, 1, 1, 2, 3, 5, 11, 12, 13, 18, 51, 59, 77"
5808,"1, 1, 1, 1, 1, 2, 4, 6, 8, 13, 16, 20, 41, 56, 85"
5809,"1, 1, 1, 1, 1, 2, 5, 7, 7, 16, 18, 29, 44, 56, 67"
5810,"1, 1, 1, 1, 2, 2, 4, 4, 6, 18, 22, 23, 44, 56, 71"
5811,"1, 1, 1, 2, 2, 4, 6, 7, 8, 16, 26, 39, 70, 73"
5812,"1, 1, 1, 3, 3, 3, 5, 9, 20, 22, 23, 42, 52, 71"
5813,"1, 1, 1, 1, 2, 2, 5, 7, 8, 9, 16, 30, 37, 68, 68"
5814,"1, 1, 1, 2, 3, 3, 7, 9, 9, 20, 25, 38, 68, 69"
5815,"1, 1, 1, 2, 2, 2, 3, 4, 8, 10, 20, 36, 40, 60, 66"
5816,"1, 1, 1, 1, 3, 3, 3, 3, 5, 11, 13, 30, 49, 58, 74"
5817,"1, 1, 1, 1, 2, 3, 4, 7, 7, 24, 44, 51, 55, 55"
5818,"1, 1, 1, 1, 2, 3, 4, 6, 7, 17, 18, 27, 45, 53, 70"
5819,"1, 1, 1, 1, 1, 3, 3, 5, 5, 9, 17, 34, 42, 62, 71"
5820,"1, 1, 4, 5, 6, 6, 8, 9, 19, 23, 38, 68, 68"
5821,"1, 1, 1, 1, 1, 1, 1, 3, 5, 7, 13, 21, 24, 49, 60, 67"
5822,"1, 1, 1, 1, 1, 3, 3, 11, 11, 11, 13, 19, 50, 51, 79"
5823,"1, 1, 2, 3, 3, 5, 5, 5, 11, 12, 19, 50, 56, 83"
5824,"1, 1, 2, 2, 2, 3, 9, 10, 11, 13, 32, 52, 52, 66"
5825,"1, 1, 2, 2, 2, 3, 7, 9, 9, 18, 42, 52, 54, 54"
5826,"1, 1, 1, 1, 1, 3, 3, 5, 7, 16, 22, 31, 41, 55, 68"
5827,"1, 1, 1, 1, 2, 2, 3, 5, 6, 16, 23, 31, 39, 53, 72"
5828,"1, 1, 2, 3, 4, 4, 5, 7, 13, 17, 28, 47, 56, 68"
5829,"1, 1, 1, 1, 1, 1, 3, 5, 8, 15, 19, 28, 45, 55, 72"
5830,"1, 1, 1, 1, 2, 5, 9, 11, 12, 18, 29, 35, 65, 66"
5831,"1, 1, 1, 1, 3, 3, 4, 4, 7, 14, 17, 27, 45, 56, 72"
5832,"1, 1, 1, 1, 1, 3, 4, 6, 7, 15, 17, 29, 46, 54, 70"
5833,"1, 1, 2, 2, 3, 4, 8, 13, 28, 34, 47, 55, 58"
5834,"1, 1, 2, 3, 5, 7, 9, 15, 20, 26, 45, 54, 68"
5835,"1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 7, 11, 13, 19, 47, 58, 83"
5836,"1, 1, 1, 2, 3, 4, 4, 6, 9, 15, 37, 42, 61, 70"
5837,"1, 1, 1, 1, 1, 5, 8, 8, 11, 12, 25, 52, 55, 75"
5838,"1, 1, 1, 2, 2, 3, 3, 7, 7, 9, 11, 34, 53, 54, 68"
5839,"1, 1, 1, 2, 4, 4, 5, 6, 10, 22, 37, 42, 56, 65"
5840,"1, 1, 1, 1, 2, 5, 6, 7, 17, 19, 25, 44, 55, 72"
5841,"1, 1, 1, 3, 3, 4, 7, 8, 9, 20, 23, 38, 68, 70"
5842,"1, 1, 1, 1, 1, 2, 2, 10, 12, 13, 17, 29, 49, 51, 66"
5843,"1, 1, 1, 1, 1, 1, 1, 1, 5, 9, 19, 23, 24, 43, 52, 73"
5844,"1, 1, 1, 1, 2, 6, 6, 11, 27, 35, 50, 51, 64"
5845,"1, 1, 1, 2, 2, 3, 4, 6, 19, 27, 33, 42, 57, 58"
5846,"1, 1, 1, 3, 4, 7, 9, 10, 29, 38, 50, 50, 53"
5847,"1, 1, 1, 1, 2, 3, 3, 5, 9, 13, 17, 32, 45, 52, 71"
5848,"1, 1, 1, 2, 2, 2, 4, 6, 6, 15, 18, 26, 47, 53, 72"
5849,"1, 3, 3, 6, 6, 8, 15, 19, 26, 45, 56, 68"
5850,"1, 1, 1, 1, 2, 2, 2, 6, 10, 22, 22, 24, 39, 51, 72"
5851,"1, 1, 2, 2, 3, 4, 6, 10, 11, 14, 29, 36, 63, 74"
5852,"1, 1, 1, 1, 1, 2, 2, 4, 4, 6, 14, 16, 29, 48, 53, 73"
5853,"1, 1, 1, 2, 2, 5, 7, 9, 11, 16, 31, 50, 50, 70"
5854,"1, 1, 1, 1, 2, 4, 5, 9, 19, 22, 22, 42, 58, 69"
5855,"1, 1, 1, 2, 2, 3, 3, 11, 14, 15, 33, 42, 62, 66"
5856,"1, 1, 1, 2, 2, 3, 4, 9, 12, 29, 30, 34, 60, 68"
5857,"1, 1, 1, 2, 2, 3, 3, 7, 7, 7, 10, 34, 53, 55, 70"
5858,"1, 1, 1, 1, 1, 1, 2, 2, 2, 7, 14, 22, 39, 48, 55, 59"
5859,"1, 1, 1, 1, 1, 2, 2, 3, 4, 4, 16, 22, 28, 44, 55, 71"
5860,"1, 1, 1, 1, 3, 3, 3, 5, 5, 14, 23, 37, 47, 56, 56"
5861,"1, 1, 1, 1, 1, 2, 2, 5, 11, 14, 19, 39, 47, 52, 60"
5862,"1, 1, 1, 1, 1, 3, 7, 13, 13, 21, 42, 49, 49, 54"
5863,"1, 1, 1, 1, 2, 2, 3, 3, 3, 20, 20, 28, 42, 57, 72"
5864,"1, 1, 2, 2, 2, 2, 2, 6, 6, 17, 18, 26, 44, 55, 72"
5865,"1, 1, 1, 2, 4, 6, 16, 17, 23, 23, 30, 60, 72"
5866,"1, 1, 1, 2, 2, 3, 6, 9, 11, 20, 41, 51, 52, 56"
5867,"1, 1, 1, 1, 1, 3, 3, 7, 8, 9, 15, 21, 45, 54, 86"
5868,"1, 1, 1, 2, 2, 3, 4, 6, 6, 11, 19, 25, 35, 70, 70"
5869,"1, 1, 1, 2, 3, 4, 6, 10, 12, 19, 20, 42, 55, 80"
5870,"1, 1, 1, 1, 1, 2, 2, 2, 8, 8, 9, 11, 34, 52, 53, 70"
5871,"1, 1, 1, 2, 2, 4, 7, 9, 10, 14, 32, 50, 54, 69"
5872,"1, 1, 2, 2, 3, 4, 4, 10, 13, 27, 32, 33, 58, 66"
5873,"1, 1, 1, 2, 5, 11, 31, 94, 110"
5874,"1, 1, 2, 2, 4, 5, 5, 5, 15, 20, 24, 44, 58, 70"
5875,"1, 1, 1, 1, 2, 3, 3, 4, 10, 13, 14, 30, 44, 63, 66"
5876,"1, 1, 1, 1, 2, 2, 2, 4, 4, 5, 10, 15, 35, 42, 60, 71"
5877,"1, 1, 1, 1, 2, 3, 4, 5, 5, 10, 13, 34, 42, 63, 71"
5878,"1, 1, 1, 2, 2, 3, 3, 4, 9, 10, 19, 26, 49, 58, 68"
5879,"1, 1, 1, 1, 1, 1, 1, 2, 4, 9, 11, 18, 45, 51, 52, 57"
5880,"1, 1, 1, 1, 1, 2, 3, 3, 5, 9, 10, 16, 30, 35, 66, 72"
5881,"1, 1, 1, 1, 2, 3, 3, 3, 6, 17, 21, 22, 46, 56, 73"
5882,"1, 1, 1, 1, 1, 3, 3, 5, 6, 15, 20, 30, 41, 57, 71"
5883,"1, 1, 1, 1, 2, 2, 2, 4, 10, 18, 24, 37, 43, 50, 60"
5884,"1, 1, 1, 2, 2, 2, 4, 8, 8, 22, 29, 29, 63, 84"
5885,"1, 1, 2, 2, 2, 3, 3, 3, 5, 13, 18, 27, 48, 56, 72"
5886,"1, 1, 1, 1, 1, 1, 2, 2, 3, 5, 17, 28, 32, 43, 58, 60"
5887,"1, 1, 1, 1, 2, 2, 2, 4, 6, 17, 19, 41, 42, 55, 62"
5888,"1, 1, 2, 2, 2, 3, 6, 8, 11, 15, 32, 50, 53, 70"
5889,"1, 1, 1, 1, 1, 1, 2, 2, 3, 9, 13, 17, 31, 45, 53, 75"
5890,"1, 1, 2, 2, 3, 4, 4, 7, 13, 14, 28, 50, 57, 70"
5891,"1, 1, 1, 1, 1, 1, 2, 5, 6, 9, 12, 21, 25, 34, 65, 71"
5892,"1, 1, 1, 2, 3, 4, 8, 9, 10, 16, 32, 51, 52, 66"
5893,"1, 1, 1, 1, 2, 2, 6, 13, 15, 28, 32, 33, 56, 65"
5894,"1, 1, 1, 2, 3, 4, 8, 11, 11, 13, 31, 50, 52, 68"
5895,"1, 1, 1, 1, 2, 2, 4, 7, 9, 10, 12, 20, 50, 57, 79"
5896,"1, 1, 1, 1, 1, 2, 2, 3, 5, 6, 14, 19, 24, 47, 55, 74"
5897,"1, 1, 1, 1, 1, 1, 2, 3, 6, 9, 13, 18, 33, 36, 59, 71"
5898,"1, 1, 2, 2, 3, 4, 4, 8, 21, 21, 24, 40, 54, 71"
5899,"1, 1, 1, 2, 3, 3, 4, 4, 19, 25, 26, 46, 50, 71"
5900,"1, 1, 1, 2, 2, 2, 4, 4, 4, 13, 24, 37, 48, 56, 57"
5901,"1, 1, 2, 4, 6, 6, 6, 13, 16, 32, 47, 54, 68"
5902,"1, 1, 1, 1, 1, 2, 5, 6, 8, 12, 18, 33, 42, 60, 65"
5903,"1, 1, 1, 1, 3, 5, 7, 8, 11, 13, 32, 51, 54, 68"
5904,"1, 1, 1, 1, 1, 2, 2, 3, 5, 8, 9, 18, 36, 38, 59, 71"
5905,"1, 1, 1, 1, 2, 3, 3, 5, 7, 17, 20, 25, 43, 58, 69"
5906,"1, 1, 1, 2, 3, 5, 6, 7, 11, 18, 29, 49, 56, 67"
5907,"1, 1, 1, 2, 2, 4, 4, 6, 12, 12, 34, 42, 64, 71"
5908,"1, 1, 1, 1, 3, 4, 8, 11, 14, 22, 23, 32, 67, 68"
5909,"1, 1, 1, 2, 3, 4, 4, 7, 7, 27, 34, 53, 56, 56"
5910,"1, 1, 1, 1, 2, 3, 3, 3, 6, 13, 23, 39, 47, 55, 58"
5911,"1, 1, 2, 2, 2, 4, 6, 7, 20, 21, 22, 40, 56, 72"
5912,"1, 1, 1, 1, 2, 3, 3, 4, 6, 17, 19, 29, 44, 55, 70"
5913,"1, 1, 1, 1, 1, 1, 1, 3, 5, 7, 13, 17, 27, 49, 61, 67"
5914,"1, 1, 1, 2, 3, 5, 8, 9, 12, 17, 20, 42, 54, 81"
5915,"1, 1, 1, 1, 2, 3, 3, 7, 7, 11, 11, 35, 51, 52, 70"
5916,"1, 1, 1, 1, 2, 2, 2, 4, 5, 14, 27, 32, 40, 50, 74"
5917,"1, 1, 1, 2, 2, 3, 5, 12, 13, 19, 40, 49, 50, 58"
5918,"1, 1, 1, 1, 2, 4, 5, 5, 5, 10, 14, 35, 41, 62, 69"
5919,"1, 1, 1, 1, 4, 5, 5, 10, 33, 41, 41, 43, 70"
5920,"1, 1, 1, 2, 2, 4, 5, 9, 20, 21, 25, 42, 57, 66"
5921,"1, 1, 1, 3, 3, 3, 7, 7, 12, 18, 30, 47, 54, 69"
5922,"1, 1, 1, 1, 1, 1, 6, 6, 8, 18, 19, 27, 43, 58, 65"
5923,"1, 1, 1, 1, 1, 5, 5, 5, 5, 7, 21, 25, 41, 68, 69"
5924,"1, 1, 1, 1, 1, 3, 3, 3, 9, 11, 17, 27, 51, 57, 70"
5925,"1, 1, 1, 1, 2, 3, 3, 4, 9, 13, 15, 31, 47, 52, 73"
5926,"1, 1, 1, 1, 2, 2, 4, 8, 11, 12, 12, 19, 50, 54, 78"
5927,"1, 1, 1, 2, 3, 4, 6, 8, 9, 23, 38, 51, 53, 56"
5928,"1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 5, 19, 24, 27, 43, 53, 71"
5929,"1, 1, 2, 2, 2, 4, 4, 8, 15, 15, 30, 46, 54, 72"
5930,"1, 1, 1, 1, 1, 2, 3, 8, 11, 15, 16, 19, 43, 48, 86"
5931,"1, 1, 1, 1, 2, 2, 2, 6, 11, 12, 12, 35, 48, 50, 72"
5932,"1, 1, 1, 2, 2, 2, 3, 6, 20, 23, 24, 44, 59, 68"
5933,"1, 1, 1, 2, 2, 2, 3, 3, 10, 15, 18, 28, 41, 61, 68"
5934,"1, 1, 1, 1, 1, 2, 3, 7, 9, 9, 20, 41, 53, 53, 54"
5935,"1, 1, 1, 1, 1, 2, 2, 4, 5, 12, 24, 37, 49, 56, 60"
5936,"1, 1, 1, 1, 2, 5, 9, 10, 19, 19, 27, 43, 52, 66"
5937,"1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 9, 14, 21, 41, 47, 53, 57"
5938,"1, 1, 1, 2, 3, 4, 7, 8, 13, 17, 28, 47, 56, 68"
5939,"1, 1, 1, 1, 2, 2, 4, 8, 8, 16, 19, 27, 44, 54, 68"
5940,"1, 1, 2, 2, 6, 6, 8, 12, 17, 18, 46, 57, 80"
5941,"1, 1, 1, 1, 2, 2, 7, 8, 14, 20, 34, 39, 56, 70"
5942,"1, 1, 1, 2, 3, 3, 5, 6, 22, 23, 26, 40, 52, 71"
5943,"1, 1, 1, 1, 2, 4, 6, 10, 13, 17, 29, 50, 57, 64"
5944,"1, 1, 1, 1, 1, 2, 2, 4, 8, 15, 21, 31, 40, 55, 73"
5945,"1, 1, 1, 1, 1, 1, 2, 4, 6, 7, 9, 11, 36, 52, 54, 69"
5946,"1, 1, 1, 1, 1, 1, 2, 3, 5, 6, 14, 15, 32, 47, 53, 73"
5947,"1, 1, 1, 1, 1, 1, 1, 2, 3, 6, 16, 17, 41, 44, 59, 61"
5948,"1, 1, 2, 2, 4, 4, 6, 8, 11, 18, 26, 50, 53, 70"
5949,"1, 3, 3, 3, 13, 36, 96, 101"
5950,"1, 1, 1, 1, 1, 2, 3, 7, 9, 21, 21, 23, 39, 54, 72"
5951,"1, 1, 1, 2, 2, 3, 4, 5, 5, 8, 13, 24, 49, 56, 82"
5952,"1, 1, 1, 2, 3, 4, 6, 8, 15, 20, 30, 38, 58, 69"
5953,"1, 1, 1, 1, 1, 1, 5, 5, 6, 10, 25, 33, 51, 57, 58"
5954,"1, 1, 1, 2, 2, 4, 4, 10, 19, 23, 40, 41, 50, 58"
5955,"1, 1, 1, 2, 4, 5, 5, 6, 11, 23, 38, 51, 54, 54"
5956,"1, 1, 1, 2, 2, 3, 5, 5, 10, 15, 35, 42, 60, 74"
5957,"1, 1, 1, 1, 1, 2, 3, 3, 7, 14, 25, 37, 46, 54, 60"
5958,"1, 1, 2, 3, 3, 9, 10, 12, 15, 35, 36, 61, 68"
5959,"1, 1, 1, 1, 2, 2, 2, 7, 10, 13, 16, 32, 40, 60, 68"
5960,"1, 1, 2, 2, 2, 4, 4, 8, 16, 26, 28, 36, 52, 74"
5961,"1, 1, 1, 1, 2, 3, 5, 7, 7, 9, 11, 35, 49, 54, 70"
5962,"1, 1, 1, 1, 2, 3, 6, 9, 9, 21, 39, 52, 53, 58"
5963,"1, 2, 2, 2, 2, 3, 4, 6, 11, 18, 28, 49, 56, 72"
5964,"1, 1, 2, 2, 2, 6, 6, 8, 12, 16, 30, 48, 50, 72"
5965,"1, 1, 1, 1, 1, 2, 2, 3, 5, 8, 12, 18, 43, 49, 53, 56"
5966,"1, 1, 1, 1, 1, 1, 2, 2, 8, 10, 14, 17, 29, 48, 53, 67"
5967,"1, 1, 2, 3, 5, 5, 5, 7, 11, 13, 16, 26, 78, 83"
5968,"1, 1, 1, 1, 1, 1, 2, 7, 9, 13, 19, 33, 43, 54, 70"
5969,"1, 1, 1, 1, 1, 1, 1, 6, 7, 7, 10, 12, 22, 50, 56, 79"
5970,"1, 1, 1, 2, 2, 3, 10, 11, 14, 16, 20, 46, 47, 82"
5971,"1, 1, 1, 1, 1, 1, 3, 4, 8, 9, 17, 44, 50, 115"
5972,"1, 1, 1, 2, 2, 2, 3, 6, 9, 10, 12, 24, 50, 51, 82"
5973,"1, 1, 1, 1, 1, 1, 1, 5, 9, 20, 31, 32, 42, 53, 57"
5974,"1, 1, 1, 5, 6, 7, 9, 10, 14, 37, 40, 59, 66"
5975,"1, 1, 1, 1, 4, 4, 8, 11, 12, 15, 32, 48, 51, 67"
5976,"1, 1, 1, 2, 2, 2, 3, 8, 10, 11, 14, 31, 50, 50, 70"
5977,"1, 1, 1, 2, 2, 3, 3, 4, 7, 11, 20, 25, 49, 57, 70"
5978,"1, 1, 1, 1, 1, 2, 3, 3, 3, 11, 11, 16, 29, 35, 64, 74"
5979,"1, 1, 1, 1, 2, 3, 5, 6, 17, 20, 40, 42, 56, 61"
5980,"1, 1, 1, 2, 2, 4, 6, 9, 20, 21, 26, 40, 53, 70"
5981,"1, 1, 1, 1, 1, 2, 2, 6, 12, 15, 18, 31, 40, 60, 65"
5982,"1, 2, 2, 4, 4, 6, 6, 15, 26, 36, 46, 52, 56"
5983,"1, 1, 2, 3, 4, 7, 8, 14, 28, 36, 46, 52, 54"
5984,"1, 1, 1, 2, 2, 4, 5, 7, 13, 16, 29, 54, 59, 62"
5985,"1, 1, 1, 3, 3, 3, 4, 8, 15, 25, 35, 47, 52, 58"
5986,"1, 1, 1, 1, 1, 1, 3, 3, 8, 8, 9, 13, 21, 49, 57, 79"
5987,"1, 1, 2, 3, 4, 8, 9, 14, 15, 32, 38, 61, 68"
5988,"1, 1, 1, 1, 2, 5, 9, 10, 11, 16, 31, 49, 52, 67"
5989,"1, 1, 1, 1, 1, 1, 2, 2, 4, 4, 16, 22, 29, 43, 55, 73"
5990,"1, 1, 1, 1, 1, 2, 2, 2, 2, 9, 10, 23, 36, 39, 60, 66"
5991,"1, 1, 1, 1, 2, 2, 2, 5, 5, 14, 15, 32, 39, 62, 74"
5992,"1, 1, 1, 1, 1, 2, 2, 8, 9, 10, 13, 32, 52, 53, 70"
5993,"1, 1, 1, 1, 1, 2, 4, 6, 10, 14, 20, 26, 32, 65, 72"
5994,"1, 1, 2, 2, 2, 3, 4, 9, 20, 21, 24, 42, 57, 68"
5995,"1, 1, 1, 1, 2, 3, 3, 6, 7, 11, 15, 30, 52, 55, 68"
5996,"1, 1, 1, 1, 2, 3, 3, 5, 7, 13, 17, 28, 47, 57, 70"
5997,"1, 1, 1, 1, 2, 2, 3, 7, 9, 15, 20, 25, 31, 68, 70"
5998,"1, 1, 1, 1, 2, 2, 4, 7, 8, 14, 14, 31, 36, 62, 72"
5999,"1, 1, 1, 1, 1, 3, 3, 5, 8, 9, 22, 37, 40, 58, 66"
6000,"1, 1, 1, 1, 2, 5, 5, 17, 18, 20, 25, 28, 58, 74"
6001,"1, 1, 1, 1, 1, 2, 2, 4, 7, 9, 12, 14, 17, 47, 58, 79"
6002,"1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 16, 16, 28, 44, 60, 73"
6003,"1, 1, 1, 1, 1, 1, 2, 2, 5, 5, 20, 24, 24, 42, 53, 73"
6004,"1, 1, 1, 1, 1, 1, 2, 4, 5, 6, 9, 17, 44, 53, 53, 57"
6005,"1, 1, 2, 2, 4, 4, 4, 6, 16, 22, 38, 46, 54, 56"
6006,"1, 1, 1, 1, 2, 3, 3, 5, 11, 15, 15, 29, 46, 50, 73"
6007,"1, 1, 1, 1, 2, 2, 4, 4, 6, 17, 20, 25, 45, 58, 69"
6008,"1, 1, 1, 2, 2, 2, 2, 4, 6, 11, 20, 27, 29, 62, 86"
6009,"1, 1, 1, 2, 2, 2, 2, 6, 10, 11, 12, 20, 49, 51, 86"
6010,"1, 1, 1, 1, 2, 2, 3, 5, 9, 9, 20, 26, 41, 66, 69"
6011,"1, 1, 1, 1, 1, 2, 4, 4, 4, 13, 16, 40, 45, 60, 63"
6012,"1, 1, 1, 1, 1, 2, 3, 5, 7, 15, 29, 34, 45, 52, 59"
6013,"1, 1, 1, 1, 2, 3, 3, 5, 9, 9, 24, 37, 37, 58, 65"
6014,"1, 1, 1, 1, 1, 1, 2, 10, 10, 16, 19, 27, 46, 51, 69"
6015,"1, 1, 1, 1, 4, 6, 6, 11, 14, 17, 29, 35, 60, 70"
6016,"1, 1, 1, 1, 4, 7, 13, 16, 18, 29, 40, 59, 66"
6017,"1, 1, 1, 1, 1, 3, 3, 5, 9, 9, 19, 42, 52, 53, 56"
6018,"1, 1, 1, 1, 2, 2, 11, 37, 98, 102"
6019,"1, 1, 1, 2, 3, 3, 4, 6, 10, 29, 33, 41, 50, 72"
6020,"1, 1, 1, 2, 2, 3, 4, 11, 12, 30, 32, 32, 60, 65"
6021,"1, 1, 1, 2, 2, 2, 4, 5, 11, 13, 20, 26, 31, 63, 74"
6022,"1, 1, 1, 1, 3, 3, 5, 6, 17, 29, 31, 45, 55, 58"
6023,"1, 1, 2, 2, 4, 5, 10, 14, 26, 36, 41, 52, 62"
6024,"1, 1, 1, 2, 2, 3, 3, 4, 4, 19, 19, 28, 42, 56, 71"
6025,"1, 1, 1, 2, 3, 4, 11, 15, 25, 34, 44, 52, 63"
6026,"1, 1, 1, 1, 1, 1, 2, 6, 9, 12, 20, 26, 34, 69, 72"
6027,"1, 1, 1, 1, 2, 2, 3, 7, 8, 9, 11, 35, 51, 54, 70"
6028,"1, 1, 1, 1, 1, 1, 3, 5, 11, 13, 22, 34, 35, 56, 71"
6029,"1, 1, 1, 1, 2, 2, 4, 6, 8, 13, 21, 25, 34, 67, 70"
6030,"1, 1, 1, 2, 2, 3, 3, 5, 8, 16, 32, 55, 55, 72"
6031,"1, 1, 1, 1, 1, 2, 2, 4, 7, 8, 9, 21, 24, 35, 68, 71"
6032,"1, 1, 1, 1, 1, 2, 3, 5, 7, 11, 26, 35, 35, 56, 71"
6033,"1, 1, 1, 1, 1, 2, 4, 4, 5, 18, 22, 38, 41, 58, 59"
6034,"1, 1, 1, 1, 2, 3, 4, 8, 9, 13, 16, 18, 44, 52, 83"
6035,"1, 1, 1, 2, 2, 2, 4, 4, 9, 10, 10, 34, 49, 54, 73"
6036,"1, 1, 1, 1, 1, 2, 3, 4, 5, 6, 14, 17, 29, 46, 53, 72"
6037,"1, 1, 1, 2, 2, 3, 4, 5, 22, 25, 26, 42, 50, 72"
6038,"1, 1, 1, 1, 1, 2, 4, 8, 9, 10, 15, 31, 52, 52, 68"
6039,"1, 1, 1, 1, 2, 3, 3, 4, 25, 28, 30, 36, 58, 63"
6040,"1, 1, 1, 1, 1, 2, 2, 3, 8, 9, 10, 12, 17, 51, 54, 83"
6041,"1, 1, 1, 1, 1, 2, 3, 3, 9, 15, 16, 29, 46, 62, 66"
6042,"1, 1, 1, 1, 1, 1, 2, 2, 3, 8, 11, 29, 33, 35, 58, 69"
6043,"1, 1, 1, 1, 1, 1, 1, 4, 5, 9, 12, 16, 28, 49, 54, 72"
6044,"1, 1, 3, 4, 5, 8, 11, 11, 21, 23, 36, 64, 68"
6045,"1, 1, 1, 1, 1, 1, 2, 2, 3, 6, 16, 20, 40, 40, 60, 61"
6046,"1, 1, 1, 1, 2, 2, 3, 4, 4, 5, 6, 8, 26, 53, 56, 83"
6047,"1, 1, 1, 1, 1, 1, 5, 7, 9, 17, 21, 25, 45, 49, 72"
6048,"1, 1, 1, 1, 2, 2, 3, 6, 9, 18, 21, 24, 44, 56, 67"
6049,"1, 1, 1, 1, 1, 2, 2, 2, 2, 6, 12, 15, 29, 49, 56, 76"
6050,"1, 1, 1, 1, 2, 2, 4, 5, 17, 23, 42, 42, 53, 62"
6051,"1, 1, 1, 1, 1, 1, 2, 3, 7, 7, 18, 19, 27, 42, 55, 70"
6052,"1, 1, 1, 1, 1, 1, 2, 5, 7, 7, 10, 20, 20, 41, 55, 83"
6053,"1, 1, 1, 1, 2, 2, 4, 4, 5, 6, 7, 16, 29, 38, 67, 72"
6054,"1, 1, 1, 1, 3, 4, 9, 11, 12, 19, 25, 35, 64, 70"
6055,"1, 1, 1, 3, 5, 9, 11, 15, 16, 20, 42, 52, 80"
6056,"1, 1, 1, 1, 2, 2, 5, 5, 7, 18, 18, 26, 44, 58, 67"
6057,"1, 1, 1, 1, 2, 3, 3, 5, 5, 18, 22, 27, 39, 56, 72"
6058,"1, 1, 1, 1, 2, 2, 3, 5, 8, 18, 22, 39, 43, 54, 56"
6059,"1, 1, 1, 1, 2, 2, 3, 5, 7, 14, 20, 41, 42, 54, 62"
6060,"1, 1, 1, 1, 3, 4, 8, 11, 12, 18, 25, 49, 56, 66"
6061,"1, 1, 1, 1, 3, 3, 3, 9, 15, 24, 39, 45, 51, 60"
6062,"1, 1, 1, 2, 2, 2, 6, 6, 22, 26, 37, 40, 54, 56"
6063,"1, 1, 1, 1, 1, 2, 2, 7, 11, 12, 14, 16, 52, 56, 79"
6064,"1, 1, 1, 1, 2, 2, 2, 3, 10, 14, 18, 36, 41, 60, 64"
6065,"1, 1, 1, 1, 2, 3, 3, 7, 7, 9, 18, 29, 37, 67, 70"
6066,"1, 1, 1, 2, 2, 3, 4, 4, 8, 11, 21, 24, 34, 66, 74"
6067,"1, 1, 1, 1, 2, 2, 3, 4, 7, 15, 18, 27, 47, 57, 70"
6068,"1, 2, 2, 2, 3, 3, 6, 8, 9, 11, 35, 50, 52, 72"
6069,"1, 1, 1, 2, 3, 4, 6, 8, 19, 21, 24, 43, 53, 70"
6070,"1, 1, 1, 1, 2, 2, 3, 5, 6, 21, 21, 25, 40, 55, 72"
6071,"1, 1, 2, 2, 3, 3, 3, 8, 13, 24, 37, 47, 54, 58"
6072,"1, 1, 1, 1, 2, 2, 6, 9, 14, 16, 31, 42, 60, 70"
6073,"1, 1, 1, 1, 1, 1, 2, 3, 3, 5, 15, 24, 37, 47, 56, 58"
6074,"1, 1, 1, 1, 1, 1, 2, 3, 5, 9, 12, 13, 37, 48, 49, 72"
6075,"1, 1, 1, 2, 3, 6, 9, 15, 24, 39, 40, 52, 63"
6076,"1, 1, 1, 1, 1, 1, 1, 2, 4, 9, 10, 15, 18, 47, 58, 86"
6077,"1, 1, 1, 1, 3, 3, 3, 5, 5, 18, 22, 23, 44, 55, 71"
6078,"1, 1, 1, 2, 2, 2, 2, 4, 10, 14, 26, 32, 34, 57, 68"
6079,"1, 1, 1, 1, 6, 18, 34, 91, 103"
6080,"1, 1, 1, 1, 2, 3, 3, 7, 11, 12, 22, 24, 33, 66, 69"
6081,"1, 1, 2, 3, 3, 7, 39, 85, 115"
6082,"1, 1, 1, 1, 4, 5, 8, 9, 10, 20, 28, 37, 65, 66"
6083,"1, 1, 2, 2, 3, 4, 7, 11, 24, 44, 51, 52, 54"
6084,"1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 8, 13, 16, 32, 45, 53, 75"
6085,"1, 1, 1, 1, 1, 3, 9, 10, 14, 18, 30, 46, 51, 70"
6086,"1, 1, 1, 1, 2, 3, 5, 5, 7, 9, 17, 29, 40, 63, 72"
6087,"1, 1, 1, 1, 1, 1, 1, 1, 2, 7, 9, 14, 16, 29, 47, 53, 71"
6088,"1, 1, 1, 1, 3, 3, 5, 5, 7, 7, 19, 25, 41, 68, 69"
6089,"1, 1, 1, 1, 1, 2, 3, 5, 9, 14, 21, 37, 42, 55, 63"
6090,"1, 1, 1, 1, 1, 2, 3, 5, 5, 7, 8, 22, 24, 37, 67, 71"
6091,"1, 1, 1, 1, 1, 2, 2, 4, 6, 6, 14, 22, 23, 47, 54, 71"
