ID,Partition sizes
317,"1, 1, 1, 1, 2, 4, 4, 8, 20, 21, 25, 43, 57, 68"
318,"1, 1, 1, 1, 1, 1, 1, 3, 5, 9, 9, 11, 35, 53, 57, 67"
319,"1, 1, 1, 1, 1, 1, 2, 2, 2, 7, 17, 24, 30, 38, 52, 76"
320,"1, 1, 1, 1, 3, 5, 7, 9, 15, 17, 29, 45, 54, 68"
321,"1, 1, 1, 1, 2, 2, 2, 2, 4, 6, 12, 15, 32, 41, 63, 71"
322,"1, 1, 2, 2, 2, 2, 6, 6, 16, 21, 29, 42, 56, 70"
323,"1, 1, 1, 1, 2, 2, 2, 3, 4, 5, 12, 17, 27, 48, 58, 72"
324,"1, 1, 1, 1, 1, 1, 2, 3, 5, 5, 7, 19, 42, 54, 56, 57"
325,"1, 1, 1, 1, 1, 2, 5, 9, 10, 12, 19, 27, 34, 66, 67"
326,"1, 1, 1, 2, 4, 4, 6, 6, 20, 22, 22, 42, 55, 70"
327,"1, 1, 1, 2, 2, 2, 3, 4, 7, 17, 20, 24, 46, 57, 69"
328,"1, 1, 1, 1, 1, 2, 3, 3, 5, 6, 10, 17, 29, 49, 55, 72"
329,"1, 1, 1, 1, 1, 1, 3, 5, 7, 18, 29, 31, 44, 55, 58"
330,"1, 1, 1, 1, 2, 2, 3, 9, 17, 20, 29, 46, 56, 68"
331,"1, 1, 2, 3, 3, 3, 5, 7, 9, 23, 36, 39, 58, 66"
332,"1, 1, 2, 3, 3, 5, 5, 7, 12, 18, 28, 47, 54, 70"
333,"1, 1, 1, 2, 2, 3, 4, 5, 6, 11, 17, 28, 50, 54, 71"
334,"1, 1, 1, 1, 1, 2, 3, 6, 9, 18, 21, 24, 43, 58, 67"
335,"1, 1, 2, 2, 3, 3, 6, 9, 9, 13, 34, 50, 51, 72"
336,"1, 1, 1, 1, 2, 2, 11, 12, 14, 18, 18, 44, 48, 83"
337,"1, 1, 1, 1, 3, 4, 4, 7, 16, 26, 30, 38, 52, 72"
338,"1, 1, 1, 1, 1, 1, 3, 4, 14, 14, 17, 45, 45, 48, 60"
339,"1, 1, 2, 2, 3, 3, 6, 10, 16, 17, 28, 44, 52, 71"
340,"1, 1, 1, 2, 3, 3, 5, 8, 18, 21, 38, 40, 56, 59"
341,"1, 1, 1, 1, 2, 4, 9, 12, 12, 14, 14, 49, 54, 82"
342,"1, 1, 1, 1, 2, 3, 4, 6, 15, 18, 28, 47, 59, 70"
343,"1, 1, 1, 2, 5, 6, 11, 20, 23, 27, 40, 55, 64"
344,"1, 1, 1, 2, 4, 5, 6, 7, 17, 18, 30, 43, 51, 70"
345,"1, 1, 1, 1, 2, 2, 3, 5, 9, 10, 22, 40, 50, 51, 58"
346,"1, 1, 1, 1, 3, 3, 5, 9, 15, 27, 36, 47, 50, 57"
347,"1, 1, 2, 2, 3, 5, 7, 7, 9, 18, 28, 38, 67, 68"
348,"1, 1, 1, 1, 2, 2, 6, 7, 15, 24, 37, 40, 57, 62"
349,"1, 1, 1, 2, 3, 5, 7, 9, 11, 21, 25, 38, 64, 68"
350,"1, 1, 1, 2, 3, 3, 6, 6, 19, 20, 26, 44, 56, 68"
351,"1, 1, 1, 1, 1, 3, 4, 5, 10, 11, 21, 25, 35, 65, 72"
352,"1, 1, 1, 2, 3, 5, 5, 7, 13, 26, 35, 49, 52, 56"
353,"1, 1, 1, 2, 2, 3, 6, 6, 7, 14, 15, 15, 46, 52, 85"
354,"1, 1, 1, 1, 2, 2, 3, 9, 9, 9, 13, 32, 51, 52, 70"
355,"1, 1, 1, 1, 1, 2, 2, 4, 11, 12, 20, 24, 26, 68, 82"
356,"1, 1, 1, 1, 1, 4, 4, 6, 10, 14, 21, 25, 47, 54, 66"
357,"1, 1, 1, 2, 2, 4, 8, 12, 13, 15, 34, 46, 48, 69"
358,"1, 1, 1, 2, 2, 5, 7, 7, 9, 24, 36, 38, 52, 71"
359,"1, 1, 1, 1, 1, 1, 2, 2, 8, 8, 9, 12, 21, 53, 53, 82"
360,"1, 1, 1, 2, 2, 4, 6, 8, 11, 20, 42, 52, 52, 54"
361,"1, 1, 1, 1, 2, 3, 5, 7, 9, 11, 21, 26, 33, 65, 70"
362,"1, 1, 1, 1, 1, 1, 2, 2, 3, 4, 4, 10, 14, 35, 43, 62, 71"
363,"1, 1, 1, 1, 1, 2, 2, 5, 8, 17, 19, 38, 42, 57, 61"
364,"1, 1, 2, 3, 5, 8, 13, 13, 15, 29, 46, 50, 70"
365,"1, 1, 1, 2, 3, 3, 7, 10, 16, 21, 26, 43, 52, 70"
366,"1, 1, 1, 2, 4, 4, 6, 19, 22, 36, 42, 58, 60"
367,"1, 1, 1, 3, 4, 6, 6, 8, 9, 13, 22, 47, 51, 84"
368,"1, 1, 1, 2, 2, 2, 6, 10, 13, 16, 30, 48, 48, 76"
369,"1, 1, 5, 6, 9, 10, 12, 15, 20, 26, 71, 80"
370,"1, 1, 1, 2, 2, 3, 4, 10, 17, 22, 25, 35, 43, 90"
371,"1, 1, 1, 2, 2, 4, 4, 10, 18, 24, 38, 43, 50, 58"
372,"1, 1, 1, 2, 2, 4, 6, 12, 15, 21, 30, 41, 50, 70"
373,"1, 1, 1, 1, 1, 1, 3, 6, 12, 14, 17, 45, 45, 48, 60"
374,"1, 1, 1, 2, 2, 2, 3, 5, 5, 8, 22, 39, 42, 54, 69"
375,"1, 1, 2, 3, 6, 7, 9, 14, 18, 29, 36, 60, 70"
376,"1, 1, 1, 1, 1, 2, 5, 7, 8, 11, 17, 30, 52, 56, 63"
377,"1, 1, 1, 2, 2, 2, 3, 4, 4, 15, 24, 32, 41, 50, 74"
378,"1, 1, 1, 3, 4, 4, 7, 13, 26, 37, 47, 56, 56"
379,"1, 1, 1, 1, 2, 2, 4, 8, 10, 12, 17, 28, 34, 67, 68"
380,"1, 1, 1, 2, 3, 5, 5, 5, 17, 19, 26, 42, 58, 71"
381,"1, 1, 1, 2, 2, 3, 6, 12, 12, 17, 19, 41, 57, 82"
382,"1, 1, 2, 2, 2, 5, 5, 8, 10, 11, 38, 50, 52, 69"
383,"1, 1, 1, 1, 1, 1, 4, 7, 10, 20, 23, 24, 41, 55, 66"
384,"1, 1, 1, 1, 2, 2, 3, 4, 7, 15, 25, 30, 37, 53, 74"
385,"1, 1, 1, 1, 1, 1, 2, 5, 6, 9, 12, 21, 25, 34, 65, 71"
386,"1, 1, 1, 1, 1, 2, 3, 3, 3, 5, 13, 16, 28, 49, 57, 72"
387,"1, 1, 1, 1, 1, 2, 4, 8, 9, 11, 14, 32, 51, 52, 68"
388,"1, 1, 2, 2, 4, 4, 5, 5, 15, 18, 28, 47, 52, 72"
389,"1, 2, 2, 2, 2, 3, 5, 10, 13, 18, 28, 40, 62, 68"
390,"1, 1, 3, 3, 3, 6, 13, 14, 21, 24, 34, 60, 73"
391,"1, 1, 1, 1, 1, 1, 1, 4, 5, 9, 10, 15, 16, 29, 80, 81"
392,"1, 1, 1, 2, 2, 4, 4, 5, 5, 11, 16, 29, 50, 55, 70"
393,"1, 1, 2, 2, 2, 3, 4, 8, 17, 20, 38, 42, 58, 58"
394,"1, 1, 2, 2, 2, 4, 12, 14, 28, 32, 34, 60, 64"
395,"1, 1, 1, 1, 1, 1, 1, 3, 3, 5, 21, 24, 26, 44, 52, 71"
396,"1, 1, 2, 3, 3, 9, 9, 11, 26, 36, 50, 52, 53"
397,"1, 1, 1, 1, 1, 1, 3, 4, 4, 5, 10, 16, 31, 49, 57, 71"
398,"1, 1, 1, 1, 1, 1, 2, 2, 5, 10, 14, 16, 30, 46, 51, 74"
399,"1, 1, 3, 5, 8, 8, 11, 21, 24, 42, 50, 82"
400,"1, 2, 2, 2, 3, 3, 6, 7, 11, 18, 26, 49, 56, 70"
401,"1, 1, 2, 2, 2, 3, 6, 9, 12, 19, 32, 44, 52, 71"
402,"1, 1, 1, 1, 2, 2, 3, 5, 9, 13, 16, 28, 53, 57, 64"
403,"1, 1, 1, 2, 2, 3, 6, 11, 12, 17, 33, 40, 59, 68"
404,"1, 1, 1, 1, 1, 1, 2, 4, 7, 8, 10, 14, 31, 52, 52, 70"
405,"1, 1, 1, 2, 3, 7, 7, 9, 13, 19, 26, 31, 66, 70"
406,"1, 1, 1, 2, 3, 4, 6, 7, 10, 23, 38, 40, 53, 67"
407,"1, 1, 2, 2, 2, 5, 7, 9, 10, 14, 32, 52, 52, 67"
408,"1, 1, 1, 1, 2, 3, 6, 7, 19, 21, 27, 41, 56, 70"
409,"1, 1, 1, 1, 1, 2, 3, 3, 3, 6, 12, 27, 33, 34, 57, 71"
410,"1, 1, 1, 2, 3, 5, 9, 9, 9, 18, 28, 37, 65, 68"
411,"1, 1, 1, 2, 3, 9, 10, 15, 27, 34, 48, 52, 53"
412,"1, 1, 2, 2, 2, 6, 6, 8, 15, 16, 29, 46, 54, 68"
413,"1, 1, 2, 3, 7, 7, 8, 11, 11, 24, 52, 53, 76"
414,"1, 1, 1, 1, 3, 4, 6, 8, 12, 14, 35, 42, 61, 67"
415,"1, 1, 1, 1, 1, 4, 4, 5, 6, 20, 20, 23, 42, 57, 70"
416,"1, 1, 1, 1, 2, 2, 3, 5, 8, 11, 16, 36, 38, 59, 72"
417,"1, 1, 1, 1, 2, 3, 3, 7, 11, 12, 13, 32, 50, 53, 66"
418,"1, 1, 1, 1, 2, 3, 3, 4, 5, 18, 27, 33, 44, 56, 57"
419,"1, 1, 1, 2, 2, 5, 6, 6, 7, 10, 10, 19, 50, 52, 84"
420,"1, 1, 1, 2, 2, 5, 10, 11, 12, 22, 24, 33, 64, 68"
421,"1, 1, 2, 2, 2, 4, 6, 10, 15, 16, 28, 47, 48, 74"
422,"1, 1, 1, 1, 2, 2, 2, 3, 6, 6, 10, 19, 24, 36, 70, 72"
423,"1, 1, 2, 2, 3, 6, 7, 8, 9, 15, 22, 46, 52, 82"
424,"1, 1, 1, 1, 3, 5, 7, 9, 13, 21, 26, 49, 53, 66"
425,"1, 1, 1, 1, 2, 3, 5, 7, 9, 13, 15, 18, 45, 49, 86"
426,"1, 1, 1, 1, 2, 2, 4, 4, 8, 8, 14, 29, 54, 54, 73"
427,"1, 1, 1, 1, 4, 4, 4, 8, 17, 25, 38, 45, 51, 56"
428,"1, 1, 1, 1, 2, 2, 3, 3, 6, 17, 21, 27, 40, 56, 75"
429,"1, 1, 1, 1, 1, 1, 2, 5, 5, 5, 18, 20, 26, 43, 57, 69"
430,"1, 1, 1, 1, 2, 3, 9, 11, 16, 19, 29, 38, 59, 66"
431,"1, 1, 1, 1, 1, 1, 1, 2, 7, 7, 7, 21, 40, 55, 55, 55"
432,"1, 1, 2, 3, 3, 4, 4, 9, 15, 17, 27, 46, 52, 72"
433,"1, 1, 1, 1, 1, 3, 5, 7, 9, 9, 15, 32, 53, 53, 65"
434,"1, 1, 1, 1, 1, 2, 5, 5, 9, 19, 21, 28, 39, 54, 69"
435,"1, 1, 2, 2, 2, 3, 3, 7, 19, 29, 32, 42, 54, 59"
436,"1, 1, 1, 1, 1, 1, 2, 4, 5, 5, 10, 13, 33, 51, 58, 69"
437,"1, 1, 1, 3, 5, 7, 11, 13, 14, 34, 45, 52, 69"
438,"1, 1, 1, 1, 3, 4, 8, 11, 18, 20, 29, 41, 50, 68"
439,"1, 1, 1, 2, 3, 4, 7, 8, 18, 20, 24, 43, 54, 70"
440,"1, 1, 1, 1, 3, 5, 6, 9, 9, 11, 25, 52, 52, 80"
441,"1, 1, 1, 2, 2, 4, 6, 7, 13, 16, 30, 46, 55, 72"
442,"1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 8, 21, 27, 29, 61, 92"
443,"1, 1, 1, 1, 1, 1, 2, 6, 9, 14, 26, 36, 47, 53, 57"
444,"1, 1, 1, 2, 2, 2, 6, 10, 12, 20, 40, 50, 51, 58"
445,"1, 1, 1, 1, 2, 2, 4, 10, 10, 18, 44, 52, 52, 58"
446,"1, 1, 2, 2, 3, 3, 8, 9, 14, 18, 20, 38, 51, 86"
447,"1, 1, 1, 1, 2, 2, 2, 5, 7, 15, 24, 39, 45, 52, 59"
448,"1, 1, 2, 2, 3, 6, 10, 11, 20, 44, 48, 52, 56"
449,"1, 1, 1, 2, 4, 5, 7, 8, 13, 17, 28, 49, 52, 68"
450,"1, 2, 2, 3, 3, 6, 7, 14, 21, 31, 40, 56, 70"
451,"1, 1, 1, 2, 2, 6, 8, 10, 11, 14, 31, 52, 54, 63"
452,"1, 2, 2, 3, 5, 7, 9, 13, 14, 32, 48, 50, 70"
453,"1, 1, 1, 1, 1, 3, 5, 5, 13, 13, 17, 29, 33, 61, 72"
454,"1, 1, 2, 2, 6, 8, 13, 14, 19, 26, 34, 60, 70"
455,"1, 1, 1, 1, 1, 1, 3, 5, 7, 7, 8, 16, 23, 45, 52, 84"
456,"1, 1, 1, 1, 2, 5, 6, 8, 11, 15, 32, 52, 54, 67"
457,"1, 1, 1, 1, 2, 3, 3, 5, 7, 13, 21, 39, 48, 55, 56"
458,"1, 1, 1, 2, 2, 3, 3, 5, 8, 11, 16, 33, 38, 60, 72"
459,"1, 1, 1, 1, 1, 3, 3, 4, 5, 18, 28, 32, 43, 57, 58"
460,"1, 1, 1, 1, 1, 1, 2, 4, 4, 8, 13, 19, 27, 33, 67, 73"
461,"1, 1, 2, 2, 2, 5, 5, 6, 11, 26, 34, 51, 54, 56"
462,"1, 1, 2, 3, 5, 9, 11, 13, 13, 34, 48, 50, 66"
463,"1, 1, 1, 2, 2, 4, 4, 4, 4, 12, 22, 38, 49, 56, 56"
464,"1, 1, 1, 1, 1, 2, 2, 5, 5, 6, 12, 15, 31, 48, 55, 70"
465,"1, 1, 1, 1, 1, 1, 3, 3, 5, 8, 9, 17, 45, 51, 53, 56"
466,"1, 1, 1, 1, 2, 4, 6, 12, 12, 18, 20, 42, 59, 77"
467,"1, 1, 1, 1, 1, 1, 1, 1, 3, 9, 10, 29, 34, 35, 59, 69"
468,"1, 1, 1, 1, 1, 1, 2, 3, 4, 5, 16, 22, 22, 45, 60, 71"
469,"1, 1, 1, 1, 2, 3, 4, 5, 6, 15, 17, 30, 44, 56, 70"
470,"1, 1, 1, 1, 2, 3, 3, 4, 4, 20, 23, 24, 44, 51, 74"
471,"1, 1, 1, 1, 1, 2, 3, 5, 9, 13, 19, 25, 50, 56, 69"
472,"1, 1, 1, 2, 2, 2, 4, 5, 11, 12, 14, 16, 48, 57, 80"
473,"1, 1, 1, 2, 4, 4, 8, 11, 12, 12, 33, 48, 51, 68"
474,"1, 1, 1, 1, 2, 2, 2, 3, 3, 6, 9, 12, 33, 54, 56, 70"
475,"1, 1, 1, 1, 1, 2, 5, 5, 9, 12, 13, 32, 41, 66, 66"
476,"1, 1, 1, 2, 2, 4, 5, 13, 14, 18, 28, 42, 62, 63"
477,"1, 1, 1, 1, 1, 2, 3, 7, 9, 12, 19, 22, 40, 53, 84"
478,"1, 1, 1, 1, 2, 3, 6, 10, 11, 13, 34, 49, 52, 72"
479,"1, 1, 1, 1, 2, 2, 3, 6, 9, 13, 18, 32, 40, 60, 67"
480,"1, 1, 2, 2, 3, 3, 7, 7, 13, 20, 26, 48, 54, 69"
481,"1, 1, 1, 1, 1, 1, 2, 3, 5, 11, 14, 21, 26, 30, 67, 71"
482,"1, 1, 1, 1, 2, 3, 9, 9, 11, 22, 23, 52, 53, 68"
483,"1, 1, 1, 5, 7, 9, 9, 13, 17, 18, 22, 71, 82"
484,"1, 1, 1, 2, 2, 2, 3, 9, 18, 26, 36, 44, 52, 59"
485,"1, 1, 1, 1, 1, 2, 2, 2, 3, 9, 15, 18, 27, 47, 51, 75"
486,"1, 1, 2, 3, 4, 5, 10, 20, 20, 24, 42, 56, 68"
487,"1, 1, 1, 1, 1, 2, 4, 9, 9, 10, 14, 31, 53, 53, 66"
488,"1, 1, 1, 1, 1, 4, 5, 5, 8, 13, 15, 18, 46, 53, 84"
489,"1, 1, 2, 2, 5, 5, 5, 7, 11, 16, 29, 50, 52, 70"
490,"1, 1, 1, 1, 3, 4, 5, 8, 19, 25, 37, 44, 51, 56"
491,"1, 1, 1, 1, 3, 4, 6, 7, 13, 30, 31, 34, 53, 71"
492,"1, 1, 1, 2, 3, 4, 8, 10, 14, 17, 28, 36, 61, 70"
493,"1, 1, 1, 2, 3, 3, 3, 3, 3, 15, 15, 29, 48, 57, 72"
494,"1, 1, 1, 1, 2, 2, 2, 3, 3, 6, 19, 20, 26, 41, 55, 73"
495,"1, 1, 1, 3, 5, 9, 11, 13, 20, 28, 35, 62, 67"
496,"1, 1, 1, 1, 4, 6, 6, 11, 12, 19, 28, 35, 61, 70"
497,"1, 1, 1, 1, 1, 1, 2, 3, 7, 8, 9, 15, 32, 52, 54, 68"
498,"1, 1, 1, 2, 3, 4, 7, 12, 13, 14, 32, 47, 49, 70"
499,"1, 1, 1, 2, 3, 5, 7, 9, 16, 22, 23, 46, 52, 68"
500,"1, 1, 1, 1, 2, 2, 3, 5, 10, 18, 21, 26, 42, 52, 71"
501,"1, 1, 1, 3, 4, 5, 8, 20, 22, 38, 40, 56, 57"
502,"1, 1, 1, 1, 2, 3, 4, 6, 7, 15, 20, 25, 47, 54, 69"
503,"1, 1, 1, 1, 1, 2, 2, 8, 12, 14, 18, 33, 44, 49, 69"
504,"1, 2, 2, 2, 3, 3, 7, 11, 13, 14, 14, 48, 54, 82"
505,"1, 1, 1, 1, 1, 2, 4, 6, 7, 12, 22, 25, 39, 65, 69"
506,"1, 1, 1, 1, 1, 2, 3, 7, 7, 11, 21, 38, 51, 55, 56"
507,"1, 1, 1, 1, 2, 2, 6, 8, 18, 22, 39, 40, 56, 59"
508,"1, 1, 1, 1, 1, 2, 2, 2, 7, 8, 10, 18, 27, 51, 54, 70"
509,"1, 1, 1, 1, 2, 2, 4, 4, 6, 11, 20, 23, 35, 71, 74"
510,"1, 1, 1, 1, 1, 3, 3, 5, 9, 13, 13, 33, 41, 63, 68"
511,"1, 1, 1, 1, 3, 3, 4, 15, 15, 16, 16, 28, 75, 77"
512,"1, 1, 1, 2, 2, 2, 5, 6, 9, 9, 18, 26, 37, 66, 71"
513,"1, 1, 1, 2, 2, 2, 4, 6, 10, 11, 14, 30, 35, 68, 69"
514,"1, 1, 1, 1, 2, 2, 3, 5, 10, 18, 21, 26, 42, 52, 71"
515,"1, 1, 1, 2, 2, 3, 4, 5, 8, 10, 15, 19, 47, 52, 86"
516,"1, 1, 2, 2, 3, 8, 44, 85, 110"
517,"1, 1, 2, 3, 3, 3, 5, 5, 13, 25, 31, 40, 52, 72"
518,"1, 1, 2, 2, 2, 4, 6, 22, 24, 24, 42, 54, 72"
519,"1, 1, 1, 2, 3, 4, 6, 6, 11, 11, 36, 50, 54, 70"
520,"1, 1, 1, 3, 4, 9, 13, 16, 17, 33, 44, 46, 68"
521,"1, 1, 1, 2, 2, 2, 2, 4, 10, 11, 11, 34, 51, 52, 72"
522,"1, 1, 1, 1, 1, 4, 5, 8, 9, 12, 19, 27, 34, 65, 68"
523,"1, 1, 1, 1, 1, 2, 3, 4, 6, 12, 23, 36, 50, 56, 59"
524,"1, 1, 1, 2, 3, 5, 7, 10, 13, 15, 21, 42, 52, 83"
525,"1, 1, 1, 1, 1, 1, 2, 3, 3, 5, 17, 22, 30, 43, 54, 71"
526,"1, 1, 1, 1, 2, 3, 3, 4, 5, 20, 25, 37, 40, 56, 57"
527,"1, 1, 1, 2, 2, 3, 3, 5, 7, 13, 20, 25, 48, 55, 70"
528,"1, 1, 1, 2, 2, 2, 3, 4, 4, 7, 20, 40, 41, 58, 70"
529,"1, 1, 1, 1, 1, 1, 2, 6, 12, 16, 17, 29, 41, 61, 66"
530,"1, 2, 2, 2, 2, 3, 4, 7, 15, 28, 30, 34, 58, 68"
531,"1, 1, 1, 1, 1, 2, 3, 4, 4, 5, 7, 8, 27, 52, 56, 83"
532,"1, 1, 1, 1, 1, 3, 5, 5, 5, 11, 13, 34, 42, 63, 70"
533,"1, 1, 1, 1, 2, 3, 5, 6, 8, 14, 16, 18, 44, 49, 87"
534,"1, 1, 3, 5, 19, 30, 93, 104"
535,"1, 2, 2, 2, 3, 4, 6, 6, 13, 17, 26, 48, 56, 70"
536,"1, 1, 1, 1, 1, 1, 2, 2, 4, 4, 17, 18, 29, 45, 58, 71"
537,"1, 1, 1, 1, 1, 1, 3, 3, 6, 8, 14, 17, 29, 47, 57, 66"
538,"1, 1, 1, 2, 2, 2, 3, 4, 9, 10, 17, 45, 49, 52, 58"
539,"1, 2, 7, 17, 35, 92, 102"
540,"1, 2, 2, 2, 4, 6, 8, 14, 19, 32, 44, 54, 68"
541,"1, 1, 1, 1, 1, 2, 4, 4, 9, 12, 28, 32, 33, 57, 70"
542,"1, 1, 1, 1, 2, 4, 4, 7, 19, 22, 37, 40, 57, 60"
543,"1, 1, 1, 1, 1, 2, 2, 3, 11, 13, 22, 39, 49, 52, 58"
544,"1, 1, 1, 2, 2, 3, 8, 9, 10, 16, 29, 51, 54, 69"
545,"1, 1, 1, 2, 3, 4, 7, 8, 17, 18, 27, 46, 54, 67"
546,"1, 1, 1, 2, 2, 2, 6, 12, 13, 17, 44, 49, 50, 56"
547,"1, 1, 1, 1, 2, 2, 4, 4, 21, 23, 38, 44, 56, 58"
548,"1, 1, 1, 2, 3, 3, 4, 9, 15, 21, 39, 46, 51, 60"
549,"1, 1, 1, 1, 2, 2, 8, 8, 12, 26, 35, 49, 54, 56"
550,"1, 1, 1, 1, 3, 6, 9, 12, 13, 17, 17, 45, 52, 78"
551,"1, 1, 1, 1, 2, 3, 4, 4, 8, 13, 17, 29, 47, 54, 71"
552,"1, 1, 1, 2, 4, 4, 5, 6, 8, 30, 32, 41, 51, 70"
553,"1, 1, 2, 2, 3, 8, 8, 20, 28, 33, 42, 54, 54"
554,"1, 1, 1, 2, 2, 4, 4, 5, 5, 11, 16, 28, 51, 56, 69"
555,"1, 1, 1, 1, 1, 2, 2, 4, 7, 17, 28, 32, 45, 56, 58"
556,"1, 1, 2, 2, 4, 5, 7, 8, 8, 15, 24, 44, 52, 83"
557,"1, 1, 1, 1, 1, 2, 2, 2, 6, 7, 13, 16, 28, 48, 56, 71"
558,"1, 1, 1, 2, 2, 4, 4, 5, 5, 7, 17, 28, 40, 69, 70"
559,"1, 1, 2, 2, 3, 3, 7, 10, 15, 17, 30, 44, 51, 70"
560,"1, 1, 2, 3, 4, 8, 11, 13, 14, 23, 48, 50, 78"
561,"1, 1, 1, 1, 1, 2, 3, 4, 9, 18, 25, 37, 44, 51, 58"
562,"1, 1, 1, 1, 3, 3, 4, 11, 13, 13, 46, 50, 50, 59"
563,"1, 1, 1, 1, 1, 2, 2, 9, 10, 14, 16, 22, 44, 47, 85"
564,"1, 1, 1, 1, 1, 2, 2, 2, 6, 7, 11, 19, 34, 39, 57, 72"
565,"1, 1, 1, 2, 3, 4, 6, 7, 14, 24, 38, 47, 54, 54"
566,"1, 1, 1, 1, 1, 1, 2, 4, 5, 5, 13, 14, 33, 47, 57, 70"
567,"1, 1, 1, 1, 1, 1, 1, 1, 2, 5, 7, 18, 21, 25, 42, 55, 73"
568,"1, 1, 1, 1, 4, 4, 5, 11, 12, 17, 26, 36, 64, 73"
569,"1, 1, 1, 1, 1, 1, 2, 3, 7, 8, 8, 11, 37, 51, 53, 70"
570,"1, 2, 3, 4, 5, 5, 8, 13, 19, 26, 48, 52, 70"
571,"1, 1, 1, 3, 3, 3, 9, 9, 12, 15, 19, 45, 51, 84"
572,"1, 1, 1, 2, 2, 3, 6, 7, 15, 21, 39, 40, 56, 62"
573,"1, 1, 1, 2, 2, 3, 10, 14, 14, 15, 17, 48, 52, 76"
574,"1, 1, 1, 1, 2, 3, 4, 6, 12, 18, 30, 50, 59, 68"
575,"1, 1, 1, 2, 2, 4, 6, 6, 12, 24, 30, 33, 54, 80"
576,"1, 2, 2, 2, 4, 6, 6, 19, 24, 36, 40, 56, 58"
577,"1, 1, 1, 1, 1, 1, 3, 3, 7, 9, 9, 19, 27, 37, 66, 70"
578,"1, 1, 1, 3, 3, 3, 3, 9, 9, 25, 42, 51, 52, 53"
579,"1, 1, 1, 1, 1, 1, 2, 3, 4, 7, 13, 14, 29, 49, 54, 75"
580,"1, 1, 1, 1, 2, 5, 6, 7, 8, 9, 12, 21, 48, 50, 84"
581,"1, 1, 1, 1, 2, 2, 3, 4, 7, 12, 13, 37, 49, 50, 73"
582,"1, 1, 1, 2, 2, 3, 8, 9, 13, 15, 32, 49, 50, 70"
583,"1, 1, 1, 3, 3, 5, 5, 9, 11, 17, 29, 49, 50, 72"
584,"1, 1, 1, 1, 1, 1, 2, 4, 4, 5, 9, 18, 22, 43, 55, 88"
585,"1, 1, 1, 2, 3, 5, 5, 6, 11, 23, 39, 49, 54, 56"
586,"1, 1, 1, 1, 3, 5, 5, 7, 17, 19, 29, 42, 57, 68"
587,"1, 1, 1, 1, 1, 3, 3, 7, 7, 10, 16, 31, 49, 60, 65"
588,"1, 1, 2, 4, 6, 6, 8, 9, 22, 38, 40, 51, 68"
589,"1, 1, 2, 2, 2, 2, 3, 4, 4, 15, 21, 24, 45, 58, 72"
590,"1, 1, 1, 1, 1, 1, 2, 3, 4, 8, 12, 16, 33, 44, 60, 68"
591,"1, 1, 1, 1, 1, 1, 1, 2, 3, 5, 7, 10, 16, 20, 45, 52, 89"
592,"1, 1, 2, 2, 4, 4, 4, 5, 19, 21, 22, 42, 57, 72"
593,"1, 1, 1, 1, 2, 2, 3, 8, 10, 12, 19, 25, 38, 66, 67"
594,"1, 1, 1, 1, 3, 3, 5, 11, 13, 19, 27, 33, 64, 74"
595,"1, 1, 1, 1, 3, 4, 5, 13, 14, 16, 33, 46, 46, 72"
596,"1, 1, 1, 1, 2, 2, 4, 4, 5, 16, 18, 42, 44, 55, 60"
597,"1, 1, 1, 1, 1, 2, 3, 3, 7, 20, 30, 32, 42, 53, 59"
598,"1, 1, 1, 1, 1, 2, 2, 2, 6, 7, 9, 12, 19, 55, 56, 81"
599,"1, 1, 1, 1, 1, 1, 2, 3, 4, 5, 13, 16, 19, 41, 57, 90"
600,"1, 1, 1, 2, 2, 2, 3, 3, 3, 5, 13, 14, 30, 47, 55, 74"
601,"1, 1, 1, 1, 2, 2, 3, 5, 8, 13, 19, 26, 48, 56, 70"
602,"1, 1, 1, 1, 2, 2, 10, 10, 14, 21, 26, 47, 54, 66"
603,"1, 1, 1, 2, 2, 3, 3, 4, 6, 17, 22, 22, 43, 56, 73"
604,"1, 1, 1, 1, 2, 4, 6, 6, 6, 10, 17, 21, 44, 51, 85"
605,"1, 1, 1, 1, 3, 5, 7, 9, 18, 19, 28, 44, 51, 68"
606,"1, 1, 1, 1, 1, 2, 4, 5, 8, 17, 19, 36, 43, 58, 59"
607,"1, 1, 1, 2, 2, 3, 9, 11, 13, 16, 30, 48, 51, 68"
608,"1, 1, 1, 1, 2, 2, 2, 3, 4, 13, 18, 43, 43, 59, 63"
609,"1, 1, 1, 1, 2, 3, 4, 8, 9, 9, 11, 34, 52, 53, 67"
610,"1, 1, 2, 2, 3, 6, 6, 6, 14, 19, 26, 46, 56, 68"
611,"1, 1, 1, 2, 5, 6, 6, 17, 18, 42, 42, 56, 59"
612,"1, 1, 1, 1, 1, 1, 2, 4, 4, 4, 15, 17, 30, 46, 56, 72"
613,"1, 1, 1, 3, 3, 3, 3, 9, 13, 23, 39, 47, 52, 58"
614,"1, 1, 1, 1, 2, 3, 5, 5, 7, 7, 19, 28, 40, 68, 68"
615,"1, 1, 1, 1, 2, 5, 6, 9, 13, 22, 22, 34, 66, 73"
616,"1, 1, 1, 2, 2, 3, 3, 7, 7, 11, 20, 24, 36, 69, 69"
